cnt	max(occid)	catalogNumber
3	32448419	BIOUG04398-A09
3	32446624	BIOUG04398-A10
3	32448420	BIOUG04398-A11
3	32446625	BIOUG04398-A12
3	32444340	BIOUG04398-B01
3	32446652	BIOUG04398-B02
3	32448421	BIOUG04398-B03
3	32448422	BIOUG04398-B04
3	32446626	BIOUG04398-B05
3	32446627	BIOUG04398-B11
3	32448424	BIOUG04398-C01
3	32445117	BIOUG04398-C02
3	32445118	BIOUG04398-C03
3	32448425	BIOUG04398-C04
3	32448426	BIOUG04398-C05
3	32448427	BIOUG04398-C08
3	32448428	BIOUG04398-C09
3	32448429	BIOUG04398-C10
3	32448430	BIOUG04398-C11
3	32445119	BIOUG04398-C12
3	32446628	BIOUG04398-D01
3	32446629	BIOUG04398-D02
3	32446630	BIOUG04398-D03
3	32446631	BIOUG04398-D04
3	32448431	BIOUG04398-D08
3	32448432	BIOUG04398-D09
3	32448433	BIOUG04398-D11
3	32448434	BIOUG04398-E01
3	32448435	BIOUG04398-E02
3	32446632	BIOUG04398-E03
3	32448436	BIOUG04398-E05
3	32445121	BIOUG04398-E07
3	32448437	BIOUG04398-E09
3	32448438	BIOUG04398-E11
3	32448439	BIOUG04398-E12
3	32444452	BIOUG04398-F01
3	32444341	BIOUG04398-F02
3	32446633	BIOUG04398-F03
3	32444865	BIOUG04398-F04
3	32448440	BIOUG04398-F06
3	32448441	BIOUG04398-F07
3	32448442	BIOUG04398-F08
3	32444453	BIOUG04398-F09
3	32444342	BIOUG04398-F11
3	32445122	BIOUG04398-G01
3	32448443	BIOUG04398-G02
3	32444866	BIOUG04398-G03
3	32444454	BIOUG04398-G05
3	32444455	BIOUG04398-G06
3	32444456	BIOUG04398-G07
3	32444457	BIOUG04398-G08
3	32444458	BIOUG04398-G09
3	32444459	BIOUG04398-G10
3	32444460	BIOUG04398-G11
3	32444461	BIOUG04398-G12
3	32444462	BIOUG04398-H01
3	32444463	BIOUG04398-H02
3	32444464	BIOUG04398-H03
3	32444465	BIOUG04398-H04
3	32448444	BIOUG04398-H05
3	32444867	BIOUG04398-H06
3	32448445	BIOUG04398-H08
3	32444868	BIOUG04398-H09
3	32448446	BIOUG04398-H11
3	32448381	BIOUG04401-A03
3	32448382	BIOUG04401-A07
3	32446600	BIOUG04401-A08
3	32446601	BIOUG04401-A09
3	32446602	BIOUG04401-A10
3	32448383	BIOUG04401-A11
3	32448384	BIOUG04401-A12
3	32448385	BIOUG04401-B01
3	32446603	BIOUG04401-B02
3	32448386	BIOUG04401-B03
3	32446649	BIOUG04401-B04
3	32448387	BIOUG04401-B05
3	32446604	BIOUG04401-B06
3	32445095	BIOUG04401-B07
3	32448388	BIOUG04401-B08
3	32448389	BIOUG04401-B09
3	32448390	BIOUG04401-B10
3	32446605	BIOUG04401-B11
3	32446606	BIOUG04401-C01
3	32448391	BIOUG04401-C02
3	32448392	BIOUG04401-C03
3	32448393	BIOUG04401-C04
3	32448394	BIOUG04401-C05
3	32448395	BIOUG04401-C06
3	32445096	BIOUG04401-C07
3	32445097	BIOUG04401-C09
3	32448397	BIOUG04401-C11
3	32446607	BIOUG04401-C12
3	32445098	BIOUG04401-D03
3	32448399	BIOUG04401-D04
3	32446608	BIOUG04401-D05
3	32445099	BIOUG04401-D06
3	32448400	BIOUG04401-D07
3	32446609	BIOUG04401-D08
3	32448401	BIOUG04401-D09
3	32444442	BIOUG04401-D10
3	32446610	BIOUG04401-D11
3	32445100	BIOUG04401-D12
3	32446611	BIOUG04401-E01
3	32444443	BIOUG04401-E02
3	32446612	BIOUG04401-E03
3	32444444	BIOUG04401-E04
3	32446613	BIOUG04401-E05
3	32446614	BIOUG04401-E06
3	32448403	BIOUG04401-E08
3	32445101	BIOUG04401-E09
3	32448404	BIOUG04401-E10
3	32448405	BIOUG04401-E11
3	32448406	BIOUG04401-E12
3	32445102	BIOUG04401-F01
3	32448407	BIOUG04401-F03
3	32445103	BIOUG04401-F04
3	32445104	BIOUG04401-F05
3	32448408	BIOUG04401-F06
3	32444445	BIOUG04401-F07
3	32445105	BIOUG04401-F10
3	32446615	BIOUG04401-F11
3	32448409	BIOUG04401-G01
3	32446616	BIOUG04401-G03
3	32446617	BIOUG04401-G04
3	32448410	BIOUG04401-G05
3	32448411	BIOUG04401-G06
3	32445107	BIOUG04401-G07
3	32445108	BIOUG04401-G08
3	32445109	BIOUG04401-G09
3	32444446	BIOUG04401-G10
3	32446618	BIOUG04401-G11
3	32445110	BIOUG04401-G12
3	32445111	BIOUG04401-H01
3	32448412	BIOUG04401-H02
3	32446650	BIOUG04401-H03
3	32444339	BIOUG04401-H08
3	32448414	BIOUG04401-H09
3	32445113	BIOUG04401-H10
3	32446619	BIOUG04401-H11
3	32260898	BIOUG04438-F11
3	32250256	BIOUG04438-G02
3	32263599	BIOUG04438-G12
3	32263600	BIOUG04438-H01
3	32225247	BIOUG04440-B07
3	32225248	BIOUG04440-B09
3	32225249	BIOUG04440-B10
3	32225250	BIOUG04440-B11
3	32225251	BIOUG04440-B12
3	32225252	BIOUG04440-C01
3	32225253	BIOUG04440-C02
3	32225254	BIOUG04440-C03
3	32225255	BIOUG04440-C04
3	32225256	BIOUG04440-C05
3	32225257	BIOUG04440-C06
3	32225258	BIOUG04440-C07
3	32225259	BIOUG04440-C08
3	32225260	BIOUG04440-C09
3	32225261	BIOUG04440-C12
3	32225262	BIOUG04440-D01
3	32225263	BIOUG04440-D02
3	32225264	BIOUG04440-D03
3	32225265	BIOUG04440-D04
3	32225266	BIOUG04440-D08
3	32225267	BIOUG04440-D09
3	32225268	BIOUG04440-D10
3	32225269	BIOUG04440-D11
3	32225270	BIOUG04440-D12
3	32225271	BIOUG04440-E01
3	32225272	BIOUG04440-E02
3	32219793	BIOUG04440-E12
3	32225274	BIOUG04440-F04
3	32225275	BIOUG04440-F06
3	32219794	BIOUG04440-F08
3	32295941	BIOUG04442-A02
3	32310412	BIOUG04442-A03
3	32308701	BIOUG04442-A04
3	32283924	BIOUG04442-A07
3	32370369	BIOUG04442-A11
3	32295942	BIOUG04442-B02
3	32295943	BIOUG04442-B05
3	32295944	BIOUG04442-B06
3	32295946	BIOUG04442-B11
3	32497073	BIOUG04442-B12
3	32295947	BIOUG04442-C01
3	32321874	BIOUG04442-C05
3	32295948	BIOUG04442-C06
3	32295949	BIOUG04442-C10
3	32295950	BIOUG04442-C11
3	32295951	BIOUG04442-C12
3	32295952	BIOUG04442-D01
3	32310414	BIOUG04442-D03
3	32306869	BIOUG04442-D04
3	32283926	BIOUG04442-D05
3	32295953	BIOUG04442-D06
3	32295954	BIOUG04442-D07
3	32345026	BIOUG04442-D08
3	32284141	BIOUG04442-D11
3	32306364	BIOUG04442-D12
3	32370371	BIOUG04442-E01
3	32295955	BIOUG04442-E02
3	32310415	BIOUG04442-E03
3	32367772	BIOUG04442-E08
3	32367773	BIOUG04442-E10
3	32367774	BIOUG04442-E11
3	32367775	BIOUG04442-F01
3	32304724	BIOUG04442-F02
3	32367776	BIOUG04442-F04
3	32367777	BIOUG04442-F05
3	32367778	BIOUG04442-F06
3	32367779	BIOUG04442-F07
3	32367780	BIOUG04442-F08
3	32295968	BIOUG04442-G12
3	32367782	BIOUG04442-H02
3	32295969	BIOUG04442-H09
3	32345057	BIOUG04442-H10
3	32401901	BIOUG04443-A01
3	32378250	BIOUG04443-A02
3	32377396	BIOUG04443-A03
3	32377397	BIOUG04443-A04
3	32377398	BIOUG04443-A05
3	32377399	BIOUG04443-A06
3	32377400	BIOUG04443-A07
3	32377165	BIOUG04443-A08
3	32413934	BIOUG04443-A09
3	32401902	BIOUG04443-A10
3	32389343	BIOUG04443-A11
3	32374743	BIOUG04443-A12
3	32376596	BIOUG04443-B01
3	32401567	BIOUG04443-B02
3	32398152	BIOUG04443-B03
3	32410587	BIOUG04443-B05
3	32415299	BIOUG04443-B06
3	32415227	BIOUG04443-B07
3	32410448	BIOUG04443-B08
3	32409711	BIOUG04443-B09
3	32374744	BIOUG04443-B10
3	32383018	BIOUG04443-B11
3	32388820	BIOUG04443-B12
3	32381824	BIOUG04443-D07
3	32386685	BIOUG04443-D11
3	32417045	BIOUG04443-D12
3	32379801	BIOUG04443-E07
3	32386686	BIOUG04443-E08
3	32386687	BIOUG04443-G06
3	32417046	BIOUG04443-G07
3	32417047	BIOUG04443-G10
3	32386688	BIOUG04443-G12
3	32417048	BIOUG04443-H03
3	32386689	BIOUG04443-H04
3	32417049	BIOUG04443-H05
3	32386690	BIOUG04443-H07
3	32417050	BIOUG04443-H08
3	32264757	BIOUG04445-A01
3	32256602	BIOUG04445-A04
3	32254145	BIOUG04445-A05
3	32277408	BIOUG04445-A09
3	32275326	BIOUG04445-A11
3	32256603	BIOUG04445-A12
3	32256604	BIOUG04445-B03
3	32275756	BIOUG04445-C02
3	32553996	BIOUG04445-C03
3	32273425	BIOUG04445-C04
3	32280800	BIOUG04445-C05
3	32249892	BIOUG04445-C07
3	32275757	BIOUG04445-C09
3	32263067	BIOUG04445-C10
3	32251350	BIOUG04445-C12
3	32264758	BIOUG04445-D01
3	32254146	BIOUG04445-D12
3	32529610	BIOUG04445-E03
3	32249744	BIOUG04445-E04
3	32506725	BIOUG04445-E06
3	32506726	BIOUG04445-E07
3	32249893	BIOUG04445-E09
3	32256605	BIOUG04445-E10
3	32256606	BIOUG04445-F03
3	32280911	BIOUG04445-F06
3	32260510	BIOUG04445-G09
3	32275758	BIOUG04445-G11
3	32256607	BIOUG04445-H04
3	32256608	BIOUG04445-H07
3	32273426	BIOUG04445-H09
3	32249952	BIOUG04445-H10
3	32249894	BIOUG04445-H11
3	32260511	BIOUG04446-D02
3	32275759	BIOUG04446-D12
3	32256609	BIOUG04446-E01
3	32273427	BIOUG04446-F01
3	32253909	BIOUG04446-G03
3	32249895	BIOUG04446-G05
3	32554018	BIOUG04446-H08
3	32320095	BIOUG04447-A01
3	32320096	BIOUG04447-A02
3	32320097	BIOUG04447-A03
3	32320098	BIOUG04447-A05
3	32320099	BIOUG04447-A06
3	32320100	BIOUG04447-A07
3	32320101	BIOUG04447-A08
3	32320102	BIOUG04447-A09
3	32320103	BIOUG04447-A10
3	32320104	BIOUG04447-A11
3	32320105	BIOUG04447-A12
3	32320106	BIOUG04447-B01
3	32320108	BIOUG04447-B03
3	32320109	BIOUG04447-B04
3	32320110	BIOUG04447-B05
3	32320112	BIOUG04447-B07
3	32320113	BIOUG04447-B08
3	32320115	BIOUG04447-B10
3	32320116	BIOUG04447-B11
3	32320118	BIOUG04447-C02
3	32320119	BIOUG04447-C04
3	32320120	BIOUG04447-C05
3	32320121	BIOUG04447-C06
3	32320122	BIOUG04447-C07
3	32320123	BIOUG04447-C08
3	32320124	BIOUG04447-C09
3	32320125	BIOUG04447-C10
3	32320128	BIOUG04447-D01
3	32320129	BIOUG04447-D02
3	32320130	BIOUG04447-D03
3	32320131	BIOUG04447-D04
3	32320132	BIOUG04447-D05
3	32320134	BIOUG04447-D07
3	32320135	BIOUG04447-D08
3	32320136	BIOUG04447-D09
3	32320137	BIOUG04447-D10
3	32320138	BIOUG04447-D11
3	32320139	BIOUG04447-D12
3	32320140	BIOUG04447-E01
3	32320141	BIOUG04447-E02
3	32320142	BIOUG04447-E03
3	32320143	BIOUG04447-E04
3	32320144	BIOUG04447-E05
3	32320145	BIOUG04447-E06
3	32320146	BIOUG04447-E07
3	32320147	BIOUG04447-E08
3	32320148	BIOUG04447-E09
3	32320149	BIOUG04447-E10
3	32320150	BIOUG04447-E11
3	32320151	BIOUG04447-E12
3	32320152	BIOUG04447-F01
3	32320153	BIOUG04447-F02
3	32320154	BIOUG04447-F03
3	32320155	BIOUG04447-F04
3	32320156	BIOUG04447-F05
3	32320157	BIOUG04447-F06
3	32320158	BIOUG04447-F07
3	32320159	BIOUG04447-F08
3	32320160	BIOUG04447-F09
3	32320163	BIOUG04447-G02
3	32320164	BIOUG04447-G03
3	32320165	BIOUG04447-G04
3	32320166	BIOUG04447-G05
3	32320168	BIOUG04447-G07
3	32320169	BIOUG04447-G08
3	32320170	BIOUG04447-G09
3	32320171	BIOUG04447-G10
3	32320172	BIOUG04447-G11
3	32320174	BIOUG04447-H01
3	32320176	BIOUG04447-H03
3	32320177	BIOUG04447-H04
3	32320178	BIOUG04447-H05
3	32320179	BIOUG04447-H06
3	32320181	BIOUG04447-H08
3	32320183	BIOUG04447-H10
3	32320184	BIOUG04447-H11
3	32256610	BIOUG04448-A03
3	32256611	BIOUG04448-A04
3	32487346	BIOUG04448-A05
3	32256612	BIOUG04448-A09
3	32256613	BIOUG04448-A11
3	32281269	BIOUG04448-A12
3	32256614	BIOUG04448-C12
3	32252514	BIOUG04448-F01
3	32275678	BIOUG04448-H04
3	32458999	BIOUG04450-A01
3	32441272	BIOUG04450-A02
3	32440978	BIOUG04450-A03
3	32440979	BIOUG04450-A05
3	32440980	BIOUG04450-A06
3	32440981	BIOUG04450-A08
3	32440982	BIOUG04450-B02
3	32440983	BIOUG04450-B03
3	32459000	BIOUG04450-B04
3	32440984	BIOUG04450-B06
3	32440985	BIOUG04450-B08
3	32441273	BIOUG04450-B10
3	32459001	BIOUG04450-C01
3	32440986	BIOUG04450-C04
3	32419873	BIOUG04450-C05
3	32457240	BIOUG04450-C06
3	32441225	BIOUG04450-C08
3	32435400	BIOUG04450-C09
3	32440987	BIOUG04450-D05
3	32441274	BIOUG04450-D08
3	32419874	BIOUG04450-E07
3	32435808	BIOUG04450-E10
3	32440988	BIOUG04450-E11
3	32440989	BIOUG04450-E12
3	32440990	BIOUG04450-F04
3	32440991	BIOUG04450-F06
3	32440992	BIOUG04450-F08
3	32440993	BIOUG04450-F10
3	32440994	BIOUG04450-F11
3	32437004	BIOUG04450-F12
3	32437005	BIOUG04450-G03
3	32420733	BIOUG04450-G04
3	32440995	BIOUG04450-G07
3	32440996	BIOUG04450-G08
3	32440997	BIOUG04450-H02
3	32440998	BIOUG04450-H04
3	32440999	BIOUG04450-H06
3	32230905	BIOUG04451-A01
3	32230906	BIOUG04451-A02
3	32230907	BIOUG04451-A03
3	32230908	BIOUG04451-A05
3	32223248	BIOUG04451-A07
3	32211236	BIOUG04451-A08
3	32230239	BIOUG04451-A10
3	32230240	BIOUG04451-A12
3	32230241	BIOUG04451-B02
3	32226830	BIOUG04451-B07
3	32554022	BIOUG04451-B12
3	32209536	BIOUG04451-E10
3	32554024	BIOUG04451-G01
3	32221277	BIOUG04451-G05
3	32230249	BIOUG04451-H10
3	32225349	BIOUG04451-H11
3	32266111	BIOUG04454-B05
3	32266112	BIOUG04454-B10
3	32250262	BIOUG04454-C04
3	32250263	BIOUG04454-C05
3	32250264	BIOUG04454-C07
3	32250265	BIOUG04454-C08
3	32250266	BIOUG04454-D01
3	32250267	BIOUG04454-D02
3	32250268	BIOUG04454-D03
3	32250269	BIOUG04454-D04
3	32250270	BIOUG04454-D05
3	32250271	BIOUG04454-D06
3	32250272	BIOUG04454-D11
3	32250273	BIOUG04454-E01
3	32250274	BIOUG04454-E03
3	32250275	BIOUG04454-E04
3	32250276	BIOUG04454-E05
3	32250277	BIOUG04454-E06
3	32250278	BIOUG04454-E08
3	32250279	BIOUG04454-E09
3	32250280	BIOUG04454-E10
3	32250281	BIOUG04454-E12
3	32250282	BIOUG04454-F03
3	32250283	BIOUG04454-F04
3	32250284	BIOUG04454-F05
3	32250285	BIOUG04454-F07
3	32250286	BIOUG04454-F09
3	32250287	BIOUG04454-F10
3	32250288	BIOUG04454-F11
3	32250289	BIOUG04454-F12
3	32250290	BIOUG04454-G02
3	32250291	BIOUG04454-G03
3	32250292	BIOUG04454-G04
3	32250293	BIOUG04454-G05
3	32250294	BIOUG04454-G07
3	32250295	BIOUG04454-G08
3	32250296	BIOUG04454-G09
3	32250297	BIOUG04454-G10
3	32250298	BIOUG04454-G11
3	32250299	BIOUG04454-G12
3	32250300	BIOUG04454-H01
3	32250301	BIOUG04454-H03
3	32250302	BIOUG04454-H04
3	32250303	BIOUG04454-H05
3	32250304	BIOUG04454-H06
3	32250305	BIOUG04454-H07
3	32250306	BIOUG04454-H08
3	32250307	BIOUG04454-H09
3	32250308	BIOUG04454-H10
3	32353356	BIOUG04457-C11
3	32285939	BIOUG04457-D11
3	32372845	BIOUG04457-F09
3	32285940	BIOUG04459-A02
3	32313868	BIOUG04463-A07
3	32313869	BIOUG04463-A10
3	32313870	BIOUG04463-A12
3	32327952	BIOUG04463-B03
3	32313871	BIOUG04463-B07
3	32315662	BIOUG04463-B09
3	32315663	BIOUG04463-B10
3	32331860	BIOUG04463-B11
3	32331872	BIOUG04463-C12
3	32288729	BIOUG04463-D01
3	32331884	BIOUG04463-D03
3	32331892	BIOUG04463-D09
3	32288731	BIOUG04463-D10
3	32251185	BIOUG04470-A01
3	32252435	BIOUG04470-A02
3	32269379	BIOUG04470-A03
3	32269380	BIOUG04470-A04
3	32251460	BIOUG04470-A05
3	32257955	BIOUG04470-A06
3	32269381	BIOUG04470-A07
3	32264508	BIOUG04470-A08
3	32269382	BIOUG04470-A09
3	32251186	BIOUG04470-A10
3	32269383	BIOUG04470-B01
3	32248603	BIOUG04470-B02
3	32264509	BIOUG04470-B03
3	32264510	BIOUG04470-B04
3	32254196	BIOUG04470-B05
3	32260971	BIOUG04470-B06
3	32269384	BIOUG04470-B07
3	32253758	BIOUG04470-B08
3	32269385	BIOUG04470-B09
3	32252436	BIOUG04470-B10
3	32252437	BIOUG04470-B11
3	32275675	BIOUG04470-C01
3	32269386	BIOUG04470-C02
3	32269387	BIOUG04470-C03
3	32260972	BIOUG04470-C04
3	32260973	BIOUG04470-C05
3	32252438	BIOUG04470-C06
3	32260974	BIOUG04470-C07
3	32264511	BIOUG04470-C08
3	32251187	BIOUG04470-C09
3	32264512	BIOUG04470-C10
3	32264104	BIOUG04470-F05
3	32265706	BIOUG04470-F08
3	32252822	BIOUG04470-F12
3	32285947	BIOUG04475-A07
3	32285948	BIOUG04475-A11
3	32372849	BIOUG04475-B09
3	32353363	BIOUG04475-B12
3	32353368	BIOUG04475-E12
3	32315657	BIOUG04475-F05
3	32353372	BIOUG04475-H10
3	32398280	BIOUG04476-B02
3	32398281	BIOUG04476-B03
3	32398282	BIOUG04476-B04
3	32398283	BIOUG04476-B05
3	32398284	BIOUG04476-B06
3	32398285	BIOUG04476-B08
3	32398286	BIOUG04476-B09
3	32398287	BIOUG04476-B10
3	32398288	BIOUG04476-B11
3	32405214	BIOUG04476-B12
3	32396252	BIOUG04476-C02
3	32396253	BIOUG04476-C03
3	32396254	BIOUG04476-C06
3	32405215	BIOUG04476-C08
3	32398295	BIOUG04476-C11
3	32405216	BIOUG04476-D01
3	32405217	BIOUG04476-D02
3	32398041	BIOUG04476-F02
3	32398297	BIOUG04476-F04
3	32398298	BIOUG04476-F05
3	32398299	BIOUG04476-F06
3	32398300	BIOUG04476-F10
3	32398301	BIOUG04476-F12
3	32398302	BIOUG04476-G02
3	32398303	BIOUG04476-G04
3	32353373	BIOUG04477-A02
3	32315658	BIOUG04477-B04
3	32315659	BIOUG04477-D06
3	32315660	BIOUG04477-D09
3	32315661	BIOUG04477-E07
3	32353377	BIOUG04477-G08
3	32349567	BIOUG04477-H05
3	32198727	BIOUG04482-D02
3	32198728	BIOUG04482-D09
3	32421884	BIOUG04482-E08
3	32421885	BIOUG04482-E09
3	32333855	BIOUG04484-A01
3	32333856	BIOUG04484-A03
3	32333962	BIOUG04484-A04
3	32373733	BIOUG04484-A05
3	32373734	BIOUG04484-A06
3	32333963	BIOUG04484-A08
3	32333964	BIOUG04484-A09
3	32333965	BIOUG04484-A10
3	32333966	BIOUG04484-A11
3	32333967	BIOUG04484-A12
3	32333968	BIOUG04484-B01
3	32323765	BIOUG04484-B02
3	32333969	BIOUG04484-B03
3	32325443	BIOUG04484-B04
3	32333970	BIOUG04484-B05
3	32333971	BIOUG04484-B06
3	32325038	BIOUG04484-B07
3	32373735	BIOUG04484-B08
3	32333972	BIOUG04484-B09
3	32333973	BIOUG04484-B10
3	32333974	BIOUG04484-B11
3	32333975	BIOUG04484-B12
3	32333976	BIOUG04484-C02
3	32333977	BIOUG04484-C03
3	32333978	BIOUG04484-C04
3	32333979	BIOUG04484-C05
3	32321220	BIOUG04484-C06
3	32333993	BIOUG04484-C07
3	32325039	BIOUG04484-C08
3	32333994	BIOUG04484-C09
3	32333995	BIOUG04484-C10
3	32333996	BIOUG04484-C11
3	32325040	BIOUG04484-D01
3	32311829	BIOUG04484-D02
3	32325041	BIOUG04484-D03
3	32333997	BIOUG04484-D04
3	32333998	BIOUG04484-D05
3	32333999	BIOUG04484-D06
3	32334000	BIOUG04484-D07
3	32325795	BIOUG04484-D08
3	32283680	BIOUG04484-D09
3	32334001	BIOUG04484-D10
3	32334018	BIOUG04484-E01
3	32334019	BIOUG04484-E02
3	32334020	BIOUG04484-E03
3	32333536	BIOUG04484-F07
3	32297276	BIOUG04484-H05
3	32353385	BIOUG04486-B01
3	32288705	BIOUG04486-H10
3	32327944	BIOUG04490-A12
3	32392669	BIOUG04490-B02
3	32327939	BIOUG04490-C02
3	32327941	BIOUG04490-C05
3	32327950	BIOUG04490-C11
3	32379172	BIOUG04490-C12
3	32327955	BIOUG04490-D03
3	32405212	BIOUG04490-D06
3	32370467	BIOUG04490-D07
3	32219210	BIOUG04492-A02
3	32219212	BIOUG04492-A06
3	32219213	BIOUG04492-A07
3	32219214	BIOUG04492-A08
3	32219377	BIOUG04492-A09
3	32219215	BIOUG04492-A10
3	32219217	BIOUG04492-A12
3	32207081	BIOUG04492-G07
3	32222328	BIOUG04492-H10
3	32280427	BIOUG04494-A04
3	32280228	BIOUG04494-A08
3	32274551	BIOUG04494-C05
3	32280230	BIOUG04494-C06
3	32280231	BIOUG04494-C08
3	32280232	BIOUG04494-C09
3	32280229	BIOUG04494-F05
3	32331788	BIOUG04498-D07
3	32331799	BIOUG04498-D11
3	32371139	BIOUG04498-E01
3	32331801	BIOUG04498-E04
3	32331802	BIOUG04498-E05
3	32331803	BIOUG04498-E06
3	32331805	BIOUG04498-E08
3	32331821	BIOUG04498-F06
3	32331822	BIOUG04498-F07
3	32331823	BIOUG04498-F08
3	32331830	BIOUG04498-G04
3	32331839	BIOUG04498-H06
3	32331842	BIOUG04498-H11
3	32265726	BIOUG04504-D09
3	32280255	BIOUG04504-D10
3	32257346	BIOUG04504-D11
3	32276130	BIOUG04504-D12
3	32276131	BIOUG04504-E01
3	32248128	BIOUG04504-E02
3	32257089	BIOUG04504-E03
3	32257347	BIOUG04504-E04
3	32276132	BIOUG04504-E05
3	32248129	BIOUG04504-E07
3	32280108	BIOUG04504-E08
3	32477650	BIOUG04504-E09
3	32271323	BIOUG04504-E11
3	32257291	BIOUG04504-F01
3	32274441	BIOUG04504-F04
3	32280438	BIOUG04504-F05
3	32276803	BIOUG04504-F12
3	32276866	BIOUG04504-G09
3	32276867	BIOUG04504-G10
3	32275760	BIOUG04504-G11
3	32281267	BIOUG04504-H01
3	32279613	BIOUG04504-H04
3	32273442	BIOUG04504-H06
3	32277903	BIOUG04504-H07
3	32331751	BIOUG04506-E03
3	32324259	BIOUG04506-F04
3	32472200	BIOUG04506-G09
3	32331769	BIOUG04506-H02
3	32288706	BIOUG04506-H03
3	32554093	BIOUG04506-H09
3	32331775	BIOUG04506-H11
3	32424846	BIOUG04509-C09
3	32378249	BIOUG04509-D04
3	32426025	BIOUG04509-D06
3	32426026	BIOUG04509-D07
3	32426038	BIOUG04509-D08
3	32425409	BIOUG04509-D09
3	32426022	BIOUG04509-D10
3	32434755	BIOUG04509-D11
3	32434756	BIOUG04509-D12
3	32186957	BIOUG04522-E03
3	32186958	BIOUG04522-E04
3	32186959	BIOUG04522-E05
3	32186961	BIOUG04523-G01
3	32190343	BIOUG04523-G02
3	32186962	BIOUG04523-G03
3	32455994	BIOUG04523-G04
3	32418360	BIOUG04523-G09
3	32418362	BIOUG04523-H02
3	32420232	BIOUG04525-C03
3	32420233	BIOUG04525-C04
3	32420234	BIOUG04525-C05
3	32455996	BIOUG04525-C06
3	32420235	BIOUG04525-C07
3	32455997	BIOUG04525-C11
3	32452817	BIOUG04525-C12
3	32420236	BIOUG04525-D01
3	32186963	BIOUG04525-D03
3	32186964	BIOUG04525-D04
3	32196197	BIOUG04525-D05
3	32196198	BIOUG04525-D06
3	32190371	BIOUG04525-D07
3	32196199	BIOUG04525-D08
3	32186965	BIOUG04525-D09
3	32196200	BIOUG04525-D10
3	32420237	BIOUG04525-D12
3	32420238	BIOUG04525-E03
3	32420239	BIOUG04525-E04
3	32455998	BIOUG04525-E05
3	32455999	BIOUG04525-E06
3	32456000	BIOUG04525-E07
3	32456001	BIOUG04525-E08
3	32456002	BIOUG04525-E10
3	32456003	BIOUG04525-E11
3	32456004	BIOUG04525-F01
3	32420240	BIOUG04525-F04
3	32456006	BIOUG04525-F08
3	32419696	BIOUG04525-G03
3	32456008	BIOUG04525-G08
3	32554104	BIOUG04525-H11
3	32439222	BIOUG04526-B04
3	32439223	BIOUG04526-B05
3	32439225	BIOUG04526-D02
3	32439226	BIOUG04526-D03
3	32439227	BIOUG04526-D04
3	32439228	BIOUG04526-D05
3	32439229	BIOUG04526-D06
3	32439230	BIOUG04526-D07
3	32435504	BIOUG04526-D10
3	32438054	BIOUG04526-D11
3	32439232	BIOUG04526-E01
3	32439236	BIOUG04526-E10
3	32439237	BIOUG04526-E12
3	32438055	BIOUG04526-F01
3	32439238	BIOUG04526-F02
3	32439239	BIOUG04526-F04
3	32439240	BIOUG04526-F05
3	32439243	BIOUG04526-G01
3	32439244	BIOUG04526-G02
3	32439245	BIOUG04526-G03
3	32439246	BIOUG04526-G04
3	32439247	BIOUG04526-G05
3	32439248	BIOUG04526-G06
3	32438056	BIOUG04526-G09
3	32439249	BIOUG04526-G10
3	32439252	BIOUG04526-H01
3	32439253	BIOUG04526-H02
3	32438057	BIOUG04526-H04
3	32438058	BIOUG04526-H06
3	32439254	BIOUG04526-H07
3	32438059	BIOUG04526-H08
3	32439255	BIOUG04526-H09
3	32338977	BIOUG04528-A01
3	32324483	BIOUG04528-A02
3	32321687	BIOUG04528-A03
3	32324484	BIOUG04528-A04
3	32324485	BIOUG04528-A05
3	32338978	BIOUG04528-A06
3	32338979	BIOUG04528-A08
3	32321688	BIOUG04528-A09
3	32338980	BIOUG04528-A10
3	32338981	BIOUG04528-A11
3	32338982	BIOUG04528-B01
3	32338983	BIOUG04528-B02
3	32338984	BIOUG04528-B03
3	32317866	BIOUG04528-B04
3	32317867	BIOUG04528-B05
3	32317868	BIOUG04528-B06
3	32317869	BIOUG04528-B07
3	32317870	BIOUG04528-B08
3	32317871	BIOUG04528-B09
3	32317872	BIOUG04528-B10
3	32317873	BIOUG04528-B11
3	32317874	BIOUG04528-B12
3	32317875	BIOUG04528-C01
3	32317876	BIOUG04528-C02
3	32317877	BIOUG04528-C03
3	32317878	BIOUG04528-C04
3	32317879	BIOUG04528-C05
3	32317880	BIOUG04528-C06
3	32317881	BIOUG04528-C07
3	32317882	BIOUG04528-C08
3	32317883	BIOUG04528-C09
3	32317884	BIOUG04528-C10
3	32317885	BIOUG04528-C11
3	32317886	BIOUG04528-C12
3	32321689	BIOUG04528-D01
3	32311521	BIOUG04528-D02
3	32325796	BIOUG04528-D03
3	32317887	BIOUG04528-D04
3	32338985	BIOUG04528-D05
3	32325661	BIOUG04528-D06
3	32372265	BIOUG04528-D07
3	32371786	BIOUG04528-D08
3	32317888	BIOUG04528-D09
3	32338986	BIOUG04528-D10
3	32338987	BIOUG04528-D11
3	32324402	BIOUG04528-D12
3	32322848	BIOUG04528-E01
3	32321690	BIOUG04528-E02
3	32292690	BIOUG04528-E03
3	32338988	BIOUG04528-E04
3	32554105	BIOUG04528-E06
