scientificName	unique_geo
Acontia aprica HÃ¼bner, 1802	13
Acontia areli	1
Acontia areli Strecker	5
Acontia areli Strecker, 1898	5
Acontia areloides	1
Acontia areloides (Barnes and McDunnough)	3
Acontia arida	1
Acontia arida Smith	2
Acontia augustipennis Grote	1
Acontia behrii Smith	1
Acontia bella (Barnes and Benjamin)	5
Acontia candefacta Hübner	1
Acontia cretata	4
Acontia cretata (Grote & Robinson, 1870)	1
Acontia cretata (Grote and Robinson)	8
Acontia dacia Druce	1
Acontia debilis Walker	1
Acontia delecta	1
Acontia delecta Walker, 1858	1
Acontia delia	1
Acontia elegantula Harvey	1
Acontia erastrioides Guenée	1
Acontia eudryada	1
Acontia expolita	1
Acontia expolita (Grote)	4
Acontia flavipennis	1
Acontia gonella Strecker	1
Acontia knowltoni	1
Acontia lactipennis	1
Acontia lactipennis (Harvey)	1
Acontia lactipennis (Harvey, 1875)	1
Acontia lanceolata	1
Acontia lanceolata (Grote)	7
Acontia lucasi	1
Acontia lucasi J. B. Smith	1
Acontia lucasi Smith	3
Acontia lucida var. albicollis Fabricius	1
Acontia major Smith	1
Acontia major Smith, 1900	4
Acontia pulchella Grote	1
Acontia quadriplaga Smith	6
Acontia sedata	1
Acontia sedata (Hy. Edwards)	1
Acontia sp.	4
Acontia spp.	1
Acontia sutrix Grote	1
Acontia tenuicula	1
Acontia tenuicula (Morrison, 1875)	1
Acontia terminimaculata	1
Acontia terminimaculata Grote, 1873	6
Acontia tetragona	1
acontioides	1
Acopa carina	1
Acopa carina Harvey, 1875	1
Acopa perpallida	2
Acopa perpallida Grote	2
Acopa perpallida Grote, 1878	2
Acoptus suturalis	1
Acoptus suturalis J. Lec. , 1876	3
Acordulecera dorsalis	1
Acordulecera pellucida	1
Acordulecera Say, 1836	7
Acordulecera spp.	1
Acorduleceros Konow, 1898	1
Acossus centerensis	1
Acossus Dyar, 1905	7
Acossus sp.	1
Acossus undosus	1
Acotyledon Oudemans, 1902	1
Acraea orizava Reakirt	1
Acraea zetes Linnaeus	1
Acraga coa	1
Acragas Simon, 1900	3
Acraspis echini	1
Acraspis erinacei	1
Acraspis erinacei (Beutenmüller, 1909)	1
Acraspis gemula	1
Acraspis insolens Weld, 1926	1
Acraspis macrocarpae	1
Acraspis patelloides Weld, 1926	1
Acraspis pezomachoides	1
Acraspis pezomachoides (Osten-Sacken, 1862)	1
Acraspis prinoides (Beutenmüller, 1892)	1
Acraspis quercushirta	1
Acraspis quercushirta opima (Kinsey)	1
Acraspis quercushirta scelesta (Kinsey, 1930)	1
Acraspis villosa	1
Acraspis villosa apache (Kinsey, 1930)	1
Acraspis villosa calvescens (Kinsey, 1930)	1
Acraspis villosa consocians (Kinsey, 1930)	1
Acraspis villosa Gillette, 1889	1
acrea acrea	4
Acrenhydrosoma karlingi Lang, 1965	1
Acrepyris Kieffer in AndrÃ©, 1905	5
acricosta	1
Acricotopus Kieffer, 1921	1
Acricotopus nitidellus	2
acricula	1
Acrididae	29
Acrididae Stål, 1873	1
acrina	1
acrina?	1
Acritus	15
Acritus (Acritus) fimetarius (J. E. LeConte, 1844)	1
Acritus acaroides	1
Acritus depressus	4
Acritus exiguus	9
Acritus komai	1
Acritus LeConte, 1853	1
Acritus sp.	1
Acritus strigosus	1
Acrobasis amplexella	1
Acrobasis amplexella Ragonot, 1887	2
Acrobasis angusella	1
Acrobasis aurorella	1
Acrobasis betulella	1
Acrobasis carpinivorella	1
Acrobasis carpinivorella Neunzig, 1970	2
Acrobasis caryae	1
Acrobasis caryae Grote	1
Acrobasis caryalbella	1
Acrobasis caryivorella Ragonot	1
Acrobasis comptoniella	1
Acrobasis cunulae	1
Acrobasis cunulae Dyar & Heinrich, 1929	1
Acrobasis demotella	1
Acrobasis demotella Grote, 1881	5
Acrobasis exsulella Zeller, 1848	1
Acrobasis indigenella	1
Acrobasis indigenella Zeller, 1848	3
Acrobasis juglandis	1
Acrobasis kearfottella	1
Acrobasis kearfottella Dyar, 1905	1
Acrobasis latifasciella	1
Acrobasis nuxvorella Neunzig	1
Acrobasis ostryella	1
Acrobasis palliolella	1
Acrobasis rubrifasciella	1
Acrobasis stigmella	1
Acrobasis sylviella	1
Acrobasis tricolorella	1
Acrobasis tricolorella Grote, 1878	2
Acrobasis vaccinii	1
Acrobasis vaccinii Riley, 1884	1
Acrobasis Zeller, 1839	1
Acrocera convexa	1
Acrocera Meigen, 1803	6
Acrocera melanderi	1
Acrocera sp.	1
Acrocercops astericola (Frey & Boll, 1873)	13
Acrocercops Wallengren, 1881	5
Acroceridae	5
Acroceridae unk.	1
Acrocinus longimanus (LinnÃ©, 1758)	1
Acrodactyla degener	1
Acrodactyla degener (Haliday, 1838)	2
Acrodactyla ocellata	1
Acrodactyla quadrisculpta	1
Acrodactyla quadrisculpta (Gravenhorst, 1820)	8
Acroglossa hesperidarum Williston	1
Acrolepiopsis assectella (Zeller, 1839)	3
Acrolepiopsis Gaedike, 1970	8
Acrolepiopsis incertella	1
Acrolocha diffusa (Fauvel, 1878)	1
Acrolocha newtoni Thayer, 2003	1
Acrolophidae	3
Acrolophitus hirtipes	11
Acrolophitus hirtipes (Say)	9
Acrolophitus maculipennis	2
Acrolophitus maculipennis (Scudder)	4
Acrolophus	1
Acrolophus arcanella	2
Acrolophus arizonellus	1
Acrolophus arizonellus Walsingham	2
Acrolophus cressoni	1
Acrolophus davisellus	1
Acrolophus davisellus Beutenmuller	1
Acrolophus filicornis (Walsingham)	1
Acrolophus filicornus	1
Acrolophus forbesi Hasbrouck, 1964	1
Acrolophus griseus (Walsingham)	2
Acrolophus mora	1
Acrolophus mortipennella	1
Acrolophus plumifrontella	3
Acrolophus Poey, 1832	4
Acrolophus popeanella	2
Acrolophus popeanella (Clemens)	1
Acrolophus popeanella Clemens, 1859	1
Acrolophus popeanellus (Clemens)	1
Acrolophus propinqua	1
Acrolophus simulatus	1
Acrolophus sinclairi Hasbrouck	1
Acrolophus sp.	7
Acrolophus spp.	1
Acrolophus texanella	1
Acrolophus texanella Chambers, 1878	1
Acrolophus variabilis	1
Acrolyta F??rster, 1869	2
Acrolyta FÃ¶rster, 1869	4
Acrolyta glacialis Jussila, 1996	1
Acrolyta nigricapitata	1
Acrolyta spp.	1
Acromares roeweri Goodnight & M. L. Goodnight, 1947	1
acromyrmex (indet)	2
acromyrmex coronatus	5
acromyrmex echinatior	6
Acromyrmex Mayr, 1865	1
acromyrmex octospinosus	4
Acromyrmex octospinosus (Reich, 1793)	3
acromyrmex versicolor	11
Acromyrmex versicolor  (Pergande)	1
Acromyrmex versicolor Pergande	1
Acronesia Hall, 1948	2
Acronesia montana (Shannon, 1926)	1
Acroneuria	2
Acroneuria abnormis	10
Acroneuria abnormis (Newman, 1838)	7
Acroneuria arenosa (Pictet, F.J., 1841)	3
Acroneuria arida	1
Acroneuria arida (Hagen, 1861)	1
Acroneuria carolinensis (Banks, 1905)	3
Acroneuria evoluta	8
Acroneuria filicis	1
Acroneuria frisoni	2
Acroneuria frisoni Stark & Brown, 1991	35
Acroneuria kosztarabi Kondratieff & Kirchner, 1993	1
Acroneuria lycorias	2
Acroneuria lycorias (Newman, 1839)	1
Acroneuria mela	10
Acroneuria perlesta	1
Acroneuria perplexa	2
Acroneuria petersi	1
Acroneuriinae	1
Acronicta afflicta	1
Acronicta afflicta (Grote)	1
Acronicta afflicta Grote, 1864	4
Acronicta albarufa	1
Acronicta americana	1
Acronicta americana (Harris)	2
Acronicta americana Harris, 1841	16
Acronicta arioch	1
Acronicta beameri Todd	1
Acronicta betulae	1
Acronicta brumosa	1
Acronicta brumosa (Guenee)	2
Acronicta clarescens	1
Acronicta clarescens GuenÃ©e, 1852	2
Acronicta connecta	1
Acronicta connecta Grote, 1873	2
Acronicta cyanescens Hampson, 1909	10
Acronicta dactylina	1
Acronicta dactylina Grote, 1874	34
Acronicta distans	1
Acronicta edolata	1
Acronicta exilis Grote, 1874	5
Acronicta falcula	1
Acronicta fragilis	1
Acronicta fragilis GuenÃ©e, 1852	24
Acronicta funeralis	1
Acronicta funeralis form_fuscalis	1
Acronicta funeralis Grote & Robinson, 1866	11
Acronicta grisea	1
Acronicta grisea Walker, 1856	26
Acronicta haesitata	1
Acronicta haesitata Grote, 1882	8
Acronicta hamamelis	1
Acronicta hamamelis GuenÃ©e, 1852	3
Acronicta hasta	1
Acronicta hasta form_wanda	1
Acronicta hasta GuenÃ©e, 1852	25
Acronicta hastulifera	1
Acronicta hastulifera Smith & Abbot, 1797	1
Acronicta impleta	1
Acronicta impleta Walker, 1856	12
Acronicta impressa	1
Acronicta impressa emaculata	1
Acronicta impressa Walker, 1856	29
Acronicta inclara	1
Acronicta increta	1
Acronicta increta Morrison, 1874	22
Acronicta innotata	1
Acronicta innotata GuenÃ©e, 1852	39
Acronicta interrupta	1
Acronicta interrupta GuenÃ©e, 1852	9
Acronicta laetifica	1
Acronicta laetifica Smith, 1897	10
Acronicta lanceolaria	1
Acronicta leporina	1
Acronicta lepusculina	1
Acronicta lepusculina felina	1
Acronicta lepusculina GuenÃ©e, 1852	14
Acronicta lithospila	1
Acronicta lithospila Grote, 1874	4
Acronicta lobeliae	1
Acronicta lobeliae GuenÃ©e, 1852	3
Acronicta longa	1
Acronicta longa GuenÃ©e, 1852	4
Acronicta mansueta Smith, 1897	8
Acronicta marmorata	1
Acronicta marmorata Smith, 1897	2
Acronicta modica	1
Acronicta modica Walker, 1856	6
Acronicta morula	1
Acronicta morula Grote & Robinson, 1868	7
Acronicta noctivaga	1
Acronicta noctivaga Grote, 1864	11
Acronicta oblinata	1
Acronicta oblinita (J. E. Smith)	11
Acronicta Ochsenheimer, 1816	15
Acronicta ovata	1
Acronicta ovata Grote, 1873	5
Acronicta parallela	1
Acronicta paupercula	1
Acronicta perdita Grote, 1874	2
Acronicta pruni	1
Acronicta quadrata	1
Acronicta quadrata Grote, 1874	3
Acronicta radcliffei	1
Acronicta radcliffei Harvey, 1875	11
Acronicta retardata	1
Acronicta retardata Walker, 1861	14
Acronicta rubricoma	1
Acronicta rubricoma GuenÃ©e, 1852	4
Acronicta sp.	2
Acronicta sperata	1
Acronicta sperata Grote, 1873	4
Acronicta spinigera	1
Acronicta spinigera GuenÃ©e, 1852	6
Acronicta strigulata Smith, 1897	3
Acronicta superans	1
Acronicta superans GuenÃ©e, 1852	13
Acronicta thoracica (Grote)	1
Acronicta tristis	1
Acronicta tristis Smith, 1911	9
Acronicta tritona	1
Acronicta tritona HÃ¼bner, 1818	3
Acronicta vinnula	1
Acronicta vinnula form_percolens	1
Acronicta vinnula Grote, 1864	7
Acronicta vulpina Grote, 1883	16
Acronyches maya Martin, 1968	1
Acronycta	1
Acronycta afflicta Grote	1
Acronycta albarufa Grote	1
Acronycta americana Harris	1
Acronycta barnesii Smith	1
Acronycta betulae Riley	1
Acronycta brumosa Guenée	1
Acronycta cinderella Smith	1
Acronycta connecta Grote	1
Acronycta dactylina Grote	1
Acronycta dentata Grote	1
Acronycta distans Grote	1
Acronycta edolata Grote	1
Acronycta falcula Grote	1
Acronycta felina Grote	1
Acronycta fragilis Guenée	1
Acronycta funeralis Grote & Robinson	1
Acronycta furcifera Grote	1
Acronycta gasta Strecker	1
Acronycta grisea Walker	1
Acronycta haesitata Grote	1
Acronycta hamamelis Guenée	1
Acronycta hastulifera Abbot & J. E. Smith	1
Acronycta hesperida Smith	1
Acronycta impressa Walker	1
Acronycta innotata Guenée	1
Acronycta insita Walker	1
Acronycta laetifica Smith	1
Acronycta lanceolaria Grote	1
Acronycta lepusculina Guenée	1
Acronycta lithospila Grote	1
Acronycta lobeliae Guenée	1
Acronycta luteicoma Grote & Robinson	1
Acronycta mansueta Smith	1
Acronycta marmorata Smith	1
Acronycta modica Walker	1
Acronycta morula Grote	1
Acronycta noctivaga Grote	1
Acronycta oblinata Abbot & J. E. Smith	1
Acronycta occidentalis Grote & Robinson	1
Acronycta ovata Grote	1
Acronycta parallela	1
Acronycta perdita Grote	1
Acronycta populi Riley	1
Acronycta pruni Harris	1
Acronycta pyralis Smith	1
Acronycta quadrata Grote	1
Acronycta radcliffei Harvey	1
Acronycta retardata Walker	1
Acronycta revellata Smith	1
Acronycta rubricoma Guenée	1
Acronycta sperata Grote	1
Acronycta spinigera Guenée	1
Acronycta strigulata Smith	1
Acronycta superans Guenée	1
Acronycta telum Guenée	1
Acronycta tota Grote	1
Acronycta tritona Hübner	1
Acronycta vinnula	1
Acronycta vinnula Grote	1
Acronycta vulpina Grote	1
Acronycta xyliniformis Guenée	1
Acrophasmus	1
Acrophasmus ferrugineus	1
Acrophotopsis eurygnathus	1
Acropiesta spp.	1
Acropimpla alboricta	1
Acropimpla spp.	1
Acropsopilio boopsis (Crosby, 1904)	1
Acropteroxys gracilis	1
Acropteroxys gracilis (Newman)	1
acropyga (indet)	7
acropyga epedana	3
acropyga exsanguis	11
acropyga fuhrmanni	1
acropyga panamensis	3
Acropyga Roger, 1862	1
acropyga smithii	2
Acroricnus stylator aequatus	1
Acroricnus stylator axilaris	1
Acroricnus stylator excelsus	1
Acroricnus stylator junceus	1
Acroricnus stylator niger	1
Acrosoma Perty, 1833	1
Acrosternum (Chinavia) hilare (Say, 1832)	7
Acrosternum Fieber, 1860	1
Acrosternum hilare	6
Acrosternum pennsylvanicum	1
Acrosternum pensylvanicum	2
Acrosternum sp.	1
Acrosticta Loew, 1867	10
Acrostilpna flavipennis	1
Acrostilpna restorata	1
Acrotaphus wiltii	1
Acrotomus succinctus (Gravenhorst, 1829)	3
Acrotona	1
Acrotona luteola (Erichson, 1839)	1
Acrotona sordida	1
Acrotona Thomson, 1859	1
Acrotrichis (Acrotrichis) cognata (Matthews, 1877)	9
Acrotrichis (Ctenopteryx) grandicollis (Mannerheim, 1844)	1
Acrotrichis aspera	1
Acrotrichis dohrni	1
Acrotrichis haldemani	1
Acsala anomala	1
Actaea acantha (H. Milne Edwards, 1834)	11
Actaea bifrons Rathbun, 1898	1
Actaea de Haan, 1833	1
Actaea dovii Stimpson, 1871	2
Actaea palmeri Rathbun, 1894	1
Actebia fennica	1
Actebia fennica Tauscher, 1806	1
Actebia Stephens, 1829	9
Actenicerus cuprascens	1
Actenodes acornis	1
Actenodes auronotatus Gory and Laporte, 1837	1
Actenodes calcaratus (Chevrolat, 1835)	1
Actenodes Dejean, 1833	1
Actenodes simi	2
Actenoptera hilarella (Zetterstedt, 1847)	2
Actia autumnalis	1
Actia autumnalis (Townsend, 1917)	2
Actia diffidens Curran, 1933	10
Actia flavipes	1
Actia interrupta Curran, 1933	15
Actia Robineau-Desvoidy, 1830	1
Actias luna	1
Actias luna (Linnaeus)	2
Actias luna Linnaeus, 1758	11
Actias selene	1
Actias selene Hübner, 1806	1
Actias truncatipennis	1
Actias truncatipennis Sonthonnax, 1899	1
Actiastes	2
Actiastes foveicollis (LeConte, 1878)	1
actiella	1
Actina viridis	1
Actina viridis (Say, 1824)	4
Actinocythereis Puri, 1953	56
Actinoseta chelisparsa Kornicker, 1958	40
Actinoseta hummelincki Kornicker, 1981	22
Actinoseta Kornicker, 1958	71
Actinote anteas Doubleday, 1847	1
Actinote guatemalena	1
Actinote guatemalena Bates	1
Actinote guatemalena Bates, 1864	14
Actinote leucomelas Bates, 1864	1
Actinote ozomene Godart, 1819	1
Actium	1
Actium barri Park and Wagner, 1962	2
Actium calcaris Grigarick and Schuster, 1971	1
Actium Casey, 1886	1
Actium fastigium Grigarick and Schuster, 1971	1
Actium pandum Grigarick and Schuster, 1971	1
Actium retractum Casey, 1908	1
Actizona trifoveata (Park, 1963)	1
actualis	1
actura	1
Acuaria	2
Acucephalus Germar, 1833	1
Acuclavella cosmetoides	28
Acuclavella leonardi	4
Acuclavella makah	7
Acuclavella merickeli	6
Acuclavella quattuor	6
Acuclavella sheari	3
Acuclavella shoshone	7
Aculepeira	2
Aculepeira carbonaria	2
Aculepeira carbonarioides	5
Aculepeira carbonarioides (Keyserling, 1892)	14
Aculepeira Chamberlin & Ivie, 1942	1
Aculepeira packardi	41
Aculepeira packardi (Thorell, 1875)	12
Aculepeira packardii	1
Aculomicrus	2
Acuminodeutopus J.L. Barnard, 1959	2
Acuminodeutopus naglei (Bousfield, 1973)	254
Acupalpus	4
Acupalpus (Acupalpus) canadensis Casey, 1924	2
Acupalpus (Acupalpus) carus (LeConte, 1863)	1
Acupalpus (Acupalpus) hydropicus (LeConte, 1863)	1
Acupalpus (Acupalpus) meridianus (Linnaeus, 1761)	1
Acupalpus (Acupalpus) nanellus Casey, 1914	1
Acupalpus (Acupalpus) pumilus Lindroth, 1968	1
Acupalpus (Philodes) alternans (LeConte, 1853)	1
Acupalpus (Philodes) longulus Dejean, 1829	1
Acupalpus (Philodes) rectangulus Chaudoir, 1868	1
Acupalpus (Tachistodes) indistinctus Dejean, 1831	1
Acupalpus (Tachistodes) partiarius (Say, 1823)	1
Acupalpus (Tachistodes) pauperculus Dejean, 1829	2
Acupalpus (Tachistodes) testaceus Dejean, 1829	1
Acupalpus canadensis (Casey)	2
Acupalpus carus	1
Acupalpus carus (LeConte)	1
Acupalpus hydropicus	1
Acupalpus nanellus (Casey)	1
Acupalpus partiarius	1
Acupalpus partiaruis (Say)	5
Acupalpus pauperculus	1
Acupalpus pumilis	1
Acupalpus pumilus (Lindroth)	1
Acupalpus punctulatus Hatch	1
Acupalpus spp.	1
Acupalpus testaceus	1
Acusicola Cressey, 1970	6
Acutalis tartarea	1
Acutalis tartarea Say	3
acutilinea	1
acutilinea (separata)	1
acutipennis	1
acutus	2
acutus (catalina)	1
Acylomus	39
Acylomus pugetanus Casey, 1916	1
Acylomus Sharp, 1888	2
Acylophorus	39
Acylophorus (Acylophorus) caseyi Leng, 1920	1
Acylophorus (Acylophorus) pronus Erichson, 1840	1
Acylophorus caseyi	1
Acylophorus flavicollis	18
Acylophorus lecontei	1
Acylophorus leechi	2
Acylophorus longistylus	1
Acylophorus Nordmann, 1837	1
Acylophorus pratensis	1
Acylophorus pronus	4
Acylophorus ruficollis	1
Acyrthosiphon (Acyrthosiphon) assiniboinensis Robinson, 1973	5
Acyrthosiphon (Acyrthosiphon) bidenticola Smith, C.F., 1960	1
Acyrthosiphon (Acyrthosiphon) brevicorne Hille Ris Lambers, 1960	1
Acyrthosiphon (Acyrthosiphon) churchillense Robinson, 1979	5
Acyrthosiphon (Acyrthosiphon) lactucae (Passerini, 1860)	3
Acyrthosiphon (Acyrthosiphon) macrosiphum (Wilson, H.F., 1912)	5
Acyrthosiphon (Acyrthosiphon) malvae (Mosley, 1841)	2
Acyrthosiphon (Acyrthosiphon) pisum (Harris, M., 1776)	15
Acyrthosiphon (Acyrthosiphon) wasintae (Hottes, 1933)	1
Acyrthosiphon caraganae (Cholodovsky, 1907)	2
Acyrthosiphon kondoi Shinji	3
Acyrthosiphon Mordvilko, 1914	1
Acyrthosiphon pisum (Harris)	1
Acyrthosiphon purshiae (Palmer, 1938)	2
Adaina ambrosiae	1
Adaina Tutt, 1905	3
Adalia bipunctata	6
Adalia bipunctata (Linnaeus, 1758)	15
adceanotha	1
addendaria	1
Adejeania vexatrix (Osten Sacken, 1877)	1
Adejeania vexatrix (Osten_Sacken)	2
Adela caeruleella	1
Adela caeruleella Walker, 1863	3
Adela oplerella Powell, 1969	1
Adela purpurea	1
Adela ridingsella	2
Adela ridingsella Clemens, 1864	2
Adelesta Ross, 1937	1
Adelges (Adelges) lariciatus (Patch, 1909)	12
Adelges (Adelges) laricis Vallot, 1836	2
Adelges (Annandina) tsugae Annand, 1924	16
Adelges (Dreyfusia) piceae (Ratzeburg, 1844)	3
Adelges (Gilletteella) cooleyi (Gillette, 1907)	22
Adelges (Sacchiphantes) abietis (Linnaeus, 1758)	7
Adelges Vallot, 1836	2
Adelidae	1
Adelina pallida	1
Adelius Haliday, 1833	2
Adelocephala albolineata Grote & Robinson	1
Adelognathus dorsalis	1
Adelognathus flavopictus	1
Adelognathus Holmgren, 1857	11
Adelognathus pallipes	1
Adelognathus spp.	1
Adelomyrmex	13
adelomyrmex (indet)	29
adelomyrmex betoi	6
Adelomyrmex brevispinosus	1
adelomyrmex dentivagans	17
adelomyrmex jtl014	1
adelomyrmex jtl016	1
adelomyrmex jtl017	1
adelomyrmex jtl022	1
adelomyrmex jtl023	3
adelomyrmex jtl025	7
adelomyrmex jtl034	9
adelomyrmex jtl035	22
adelomyrmex jtl036	23
adelomyrmex jtl039	1
adelomyrmex jtl039-040	101
adelomyrmex jtl040	2
adelomyrmex mackayi	4
adelomyrmex marginodus	2
adelomyrmex metzabok	83
adelomyrmex micans	11
adelomyrmex myops	1
adelomyrmex nortenyo	7
adelomyrmex paratristani	2
adelomyrmex quetzal	2
adelomyrmex robustus	108
adelomyrmex silvestrii	148
Adelomyrmex silvestrii (Menozzi, 1931)	1
adelomyrmex tristani	2
Adelomyrmex tristani (Menozzi, 1931)	1
adelomyrmex tristani_group	2
Adeloneivaia irrorata	1
Adeloneivaia isara Dognin, 1905	2
Adeloneivaia jason	1
Adelonia de Laporte in BrullÃ©, 1840	1
Adelpha basiloides	1
Adelpha basiloides H. Bates, 1865	3
Adelpha bredowi californica	5
Adelpha bredowi eulalia	1
Adelpha bredowii	1
Adelpha bredowii Geyer	1
Adelpha bredowii Geyer, 1837	1
Adelpha californica	1
Adelpha cytherea aea (Felder & Felder, [1867])	1
Adelpha eulalia	1
Adelpha fessonia	1
Adelpha fessonia (Hewitson, 1847)	10
Adelpha HÃ¼bner, 1819	23
Adelpha iphiclus	1
Adelpha iphiclus (Linnaeus, 1758)	1
Adelpha iphiclus ephesa (Ménétriés, 1857)	1
Adelpha lycorias melanippe	1
Adelpha nadja Fruhstorfer, 1907	6
Adelpha phylaca	1
Adelpha serpa celerio	1
Adelpha thyrea Fruhstorfer	3
Adelphagrotis indeterminata	1
Adelphagrotis indeterminata Walker, 1865	3
Adelphagrotis stellaris	1
Adelphagrotis stellaris Grote, 1880	4
Adelphe anisomorphae Krombein, 1960	3
Adelphia petrella	1
Adelphocoris lineolatus	1
Adelphocoris lineolatus (Goeze, 1778)	30
Adelphocoris rapidus	1
Adelphocoris rapidus (Say)	1
Adelphocoris rapidus (Say, 1832)	14
Adelphocoris Reuter, 1896	1
Adelphocoris superbus	1
Adelphocoris superbus (Uhler)	15
Ademon niger	1
Ademon sp.	1
adenostomae	1
adequata	1
Aderidae	58
Aderis brunnipennis	1
Adhemarius donysa	1
Adhemarius donysa Druce, 1889	1
Adhemarius fulvescens Closs, 1915	1
Adhemarius globifer Dyar, 1912	3
Adinopsis	1
Adiplosis Felt, 1908	1
Adiplosis toxicodendri (Felt, 1907)	1
Adita chionanthi	1
Adita chionanthi (Abbot & J. E. Smith, 1797)	1
adjuncta	1
Adleria quercusstrobilana	1
Admestina archboldi Piel	1
Admestina Peckham, 1888	1
Admestina tibialis	2
Admestina tibialis (Koch C.L., 1846)	3
Admestina wheeleri Peckham, Peckham, 1888	2
Admetovis oxymorus Grote, 1873	4
Admetovis similaris	1
Admetovis similaris Barnes	4
Admetovis similaris Barnes, 1904	1
admixta	1
Admontia Brauer & Bergenstamm, 1889	7
Admontia degeerioides	1
Admontia degeerioides (Coquillett, 1895)	6
Admontia dubia Curran, 1927	1
Admontia nasoni	1
Admontia pergandei	1
Admontia pergandei Coquillett, 1895	1
Admontia pollinosa	1
adnixa	2
Adolias	1
Adoneta bicaudata Dyar, 1904	1
Adoneta spinuloides	1
Adoneta spinuloides Herrich-SchÃ¤ffer, 1854	2
Adoneta spinuloides leucosigma	1
Adoneta voluta Clemens	1
adonis	2
Adoxomyia subulata	1
Adoxophyes furcatana	1
Adoxophyes furcatana Walker, 1863	2
Adoxophyes negundana	1
Adoxophyes negundana McDunnough, 1923	2
adumbrata	1
adumbrata (lidia thangologia)	1
adumbrata adumbrata	1
adusta	1
advena	1
Aechmeta indotata	1
Aecothea fenestralis	1
Aecothea Of Authors	4
Aedes aboriginis Dyar, 1917	1
Aedes abserratus	3
Aedes abserratus (Felt & Young, 1904)	9
Aedes aegypti	4
Aedes aegypti (Linnaeus)	2
Aedes aloponotum Dyar, 1917	1
Aedes atlanticus Dyar & Knab, 1906	1
Aedes atropalpus	2
Aedes atropalpus (Coquillett, 1902)	14
Aedes aurifer	1
Aedes aurifer (Coquillett, 1903)	1
Aedes bicristatus Thurman & Winkler, 1950	1
Aedes bieristatus Thurman and Winkler, 1950	1
Aedes bimaculatus (Coquillett, 1902)	5
Aedes campestris	1
Aedes campestris Dyar & Knab, 1907	4
Aedes canadensis	9
Aedes canadensis (Theobald, 1901)	91
Aedes cantator	3
Aedes cantator (Coquillett, 1903)	23
Aedes cataphylla	1
Aedes cataphylla Dyar, 1916	2
Aedes cinereus	3
Aedes cinereus Meigen, 1818	115
Aedes communis	6
Aedes communis (De Geer, 1776)	11
Aedes diantaeus	1
Aedes diantaeus Howard, Dyar & Knab, 1913	2
Aedes dorsalis	7
Aedes dorsalis (Meigen, 1830)	10
